 January 2018,3,Nice Neat Boutique Hotel,Room small but functional. Good shower. WiFi good at first but spotty at times. Fairly good location within walking distance to museums and Médina. Restaurant attractive with a limited number of selections.
 November 2017,5,Kim and Richard k from Canada,"The staff provided exceptional service over our two week stay. Friendly, welcoming , caring and ready to help in any way. The breakfast is outstanding as are the breakfast staff exceptional. Noura and her team are amazing. The front desk staff are extremely helpful and made excellent recommendations for visiting the city . We loved our stay and will look forward to return. We enjoyed the beautiful art, good food , professional environment and good location. 5 star service!!!!!"
 December 2017,3,Rough/tired hotel with great staff,This hotel is nicely situated and there are quite a few restaurants in walking distance. The Kasbah and even Chellah ruins are within a 1 to 1 1/2 mile walking distance. The staff was very helpful and the breakfast was decent. We stayed for two nights. We had two rooms on the fifth floor. The carpet in the hallway was absolutely the worst I have seen in a hotel especially considering this is Sofitel. There were large spots on the carpet and it looked really old. Same thing for the room carpet. The lobby and hallways are also a little dark. Overall it’s okay but would have liked to stay at the other Sofitel.
 December 2017,5,Morocco trip,"Spent 2 nights at hotel as the first stop in our Morooccan tour. It was a very long day of travel so it was wonderful relax in the well appointed rooms. Breakfast provided a variety of options even for the vegans in the group. Had a marvelous time at the hotel lounge making friends and having a good time singing and dancing. Great location, very nice rooms and the awesome staff made our short stay memorable."
 December 2017,4,Business trip,Very convenient hotel for few days business trip. Very helpful staff! Restaurant offers very nice French/Moroccan food with good selection. Parking area could be a bit bigger and its difficult to drive in directly from roundabout.
 December 2017,5,Great Staff,"very nice stay in the hotel, even if it was just for 3 days but it was a sweet experience in terms of pretty much everything even the smallest details, cosy rooms after a long tiring day nd a cool view over the neighbourhood nd that low light bar downstairs is just perfect . overall a ""Great Stay"".."
 December 2017,5,Excellent,I appreciate really the great and personal service of the staff . Definitely coming back and recommending the hotel 100/. Thanks for all the great food I enjoyed and the talking with the people working there who were very kind in different levels
 November 2017,4,Nice hotel is a good location in Rabat,We stayed here as part of a tour group. The rooms were very clean and nice. The breakfast was very good with lots of options. The location worked well being on a main thoroughfare and just a few blocks from the main part of the city. There are 3 banks just across the street so getting local currency is easy. There are several nice restaurants near by.
 October 2017,4,Well located downtown Hotel,Employees were very helpful and the location excellent. Our Moroccan trip began here and it was a good place to start. We walked to most everything or took a cab for $2. Negotiate BEFORE you get in the cab. Imane & Badr were especially helpful when our friend was ill.
 October 2017,4,Good location with friendly staff,"We stayed at the hotel for two nights with a Gate 1 tour. The lobby is small but the staff were friendly and helpful. The location is near resturants and banks for those needing an ATM. On our flight to Morocco a lens of my wife's glasses came out and we could not get it back, In coming into Rabat we notices an optical shops which happened to be a block from the hotel. The man at the shop quickly fixed the glasses-without charge. The hotel is also a good place to learn to negotiate traffic in the large cities of Morocco, where pedestrians do not have the right of way"
 October 2017,4,Good Location,Travelling with a group so check in was quick. Rooms were large and clean. Breakfast was very good with a wide variety to choose. Staff were friendly and quick to answer any questions. Centrally located with several nice restaurants within walking distance.
 November 2017,5,Our favorite hotel of our tour!,"This was the nicest hotel that we stayed at on our Gate 1 tour of Morroco. It had a quiet elegance and charm and was centrally located close to attractions and numerous great restaurants. Staff was very friendly and spoke good English. The rooms were spacious enough and included a stocked minibar and a couple free bottles of water. The beds were the most comfortable we slept in during our time in Morroco and the air conditioning worked well for us warm blooded Americans in Morocco's ""cold season."" Room was a little small and on the darker side. Would certainly stay again and recommend it to anyone. Only downside is their breakfast is astronomically expensive. Definitely google a locally owned place where you'll get a delicious meal for a fraction of the cost."
 November 2017,4,"Location, Location: Le Diwan","We stayed at Le Diwan Rabat with Gate 1. The company takes pride in choosing properties that are centrally located and this hotel is no exception. We drove 1 1/2 hours after landing in Casablanca so the first order of business was to exchange money. There are three banks across the (very busy) street. As a sidebar, friends wanted to change USD but most banks do not provide this service. Instead, you need to go to an exchange office. I used the ATM with no difficulty. Rabat Exchange, a short walk from the hotel has favorable rates. Our room was clean and comfortable although small. The entry way has an inset place to put a suitcase; a luggage rack also is available. We appreciated the kettle for morning tea and the small balcony for a view of the city. Adequate toiletries,…"
 October 2017,4,Nice place to stay,"The room was very adequate, nice, clean and comfortable. The breakfast spread was more than enough. The staff very friendly. The stairs up to rooms, no handrail. Used elevator. The room had a door that opened onto a patio with plants and such. Probably during earlier months would have been place to sit. Able to get map and directions at Lobby Reception. There is no traditional gift shop. There are on display things you can buy, but they are high end. No washcloth in bath (but that is typical of any lodging in this country). Hair dryer included, and it worked well."
 October 2017,5,Good hotel,"Very good hotel ,good service .excellent sttaf.im from egypt .i came here with my freinds for a conferrence.very tasty food.thank you very much for your help.i will come back again.thanks a lot.see you next year."
 October 2017,4,Nice Gem in Rabat,"Traveled as part of a group tour. Immediate check in and helpful front desk. Room was just the right size with bathrobe, slippers, and bathroom amenities. Room could use updating but it was clean. Really well located about 20 minutes walking from the Medina. Lots of restaurants nearby. Breakfast was kind of sparse but adequate."
 October 2017,4,Good hotel but WATCH OUT AT CHECKOUT- 3% charge unless you tell them not in $US,This is a pleasant and well located hotel. Good food in restaurant. But they fooled us at checkout by not asking if we wanted the charge in Moroccan currency or $US with a 3% charge. Our Capital One Visa doesn't charge for the conversion.
 October 2017,5,Comfy Hotel Experience,I was not expecting such a personalized service since i had a language barrier but the staff made me go WOW with their personalized service. The breakfast buffet and our dinner at La brasserie was just Amazing and something that i crave for after coming back. The rooms were very clean and tidy. The staff were always there to help and to make us feel comfortable. Loved their drinks at the lobby. Luckily when we were staying there we could enjoy a fabulous painting exhibition. I will come back again to Rabat for Le Dewan.
 September 2017,5,Great stay in September,"Very nice, comfortable room. The staff were all incredible; so helpful and friendly. Breakfast was wonderful. Hotel is within walking distance to a variety of places of interest. Would stay here again. BGC, from Texas"
 September 2017,5,Amazing,"We have stayed at the hotel many times, it is like a home as the staff are so wonderful. From the cleaners to the chef to the managers.... best hotel and takes care of you. The rooms are nice and clean, cleaned well daily, breakfast is fresh and to die for, staff are pleasant they know English and communicate politely. The location is great- walking distance to the centre, a few places around to get food."
 September 2017,2,Over rated!,"We had a group booking for an international event. We received lots of complaints. Location is probably OK but the hotel is definitely over-rated. People complained about quality of the rooms, not always clean, bad smell, service so so.., especially given the high price $$$. This is definitely not the best deal you can get n Rabat; see for instance my previous reviews about other places in Rabat."
 September 2017,4,Nice hotel in good location,Most of the staff was helpful and patient with many tourists. The rooms were clean and comfortable. Overall the hotel is typical of 3-4 star European hotels. The restaurant was good with nice service and a decent bar menu. I would recommend for English or French-speaking travelers.
 October 2017,4,Excellent Service,Stayed here for just 1 night. Service was excellent--every member of the staff I spoke to was very kind and friendly. Very welcoming front desk staff. I ate 2 meals here and they were both great. Would definitely stay here if in Rabat again.
 October 2017,3,Struggling for a four star,Lobby area is tired. Service is excellent and staff are responsive. The break just made it reasonable. We were part of a tour group. Location is good as it's close to everything. These words are to make up the 200 minimum.
 March 2017,4,Good Hotel,It’s a good hotel. The food and service was good. The rooms are small. The hotel seems old but well maintained and the staff were friendly and helpful. They provide morrocan delights in the room everyday.
 September 2017,4,"Good hotel, but not luxury","The hotel was fine -- I stayed here for 5 days for a set of meetings in Rabat, but I would not call it a luxury hotel. The hallways smelled musty and like disinfectant -- the room was OK after I aired it out. The room, including the bathroom, was clean and nice. I had called and booked the hotel shuttle from the airport so that I would not have to deal with any hassles. I was met with a taxi driver with a sign with my name. It was fine until we got to the hotel and then before I went in, he wanted money. I hadn't changed money and was expecting to be billed through the hotel since I didn't know the price. He came inside with me and I was told it was cheaper to pay him directly, so I changed money and did so. But it wasn't as painless as I had hoped. The first night,…"
 September 2017,5,First breakfast in Rabat.,Great hotel. Friendly staff. For a first time traveler it is a warm welcoming place. Thank you Noura. Recommend it highly. Start of our OAT TOUR. If I have to write more to submit TripAdvisor then I won't be making a lot of reviews.
 April 2017,4,Good business hotel,"I stayed in room 411 for a couple nights as part of a group tour. The room was decent size, nicely appointed and had plenty of space. There was a king bed, a mini refrigerator, desk and a small table and chair. The bathroom had a tub/shower combination, along with a separate toilet room. Both the wi fi and air conditioning were good. The hotel was in walking distance to restaurants and a couple museums. Breakfast was good. We didn't have any other meals here. I would recommend this hotel for a couple nights in Rabat."
 September 2017,3,"Fine for a short stay, but pricey in high season and so-so quality","I don't like griping, and this place is fine (good location). But the rooms are musty (ash-trays in the rooms are not a good sign), the windows don't fit (so traffic noise filters in). The staff are fine, but the breakfast is pretty uninspired and the restaurant service is soooooo slow. Given quite high peak season prices, I'm sure there are better places to stay in."
 July 2017,3,Jost Hotel 4 Your Busines.,"Address: Place de l'unite Africaine, 10000, Rabat, Moroc 1- Time of Check in Good. 2- Reception Good. 3- Room service very Good 4- View to the Road. There's not view to the garden or swimming pool. 5- if you are going for courses, seminars and business in city very good choise maximum 2 days enough or you got boring."
 August 2017,4,"Helpful Staff, Welcomed Hotel Experience After Riad-ing","After spending time in a riad in steamy Marrakesh, we were thrilled to arrive at essentially a commercial hotel chain. The Diwan is a clean, modernish hotel located in the heart of Rabat. The staff was very kind and helpful and they even offered free parking (a rarity in Morocco). Close in proximity to the Hassan Tower and Ruins. Recommended!"
 August 2017,3,Nice staff,"Nice staff, good service, comfort sleep, good breakfast, but antic furniture and strong volatile detergent smell in room. Coffee Machine available and good, mini bar OK, Hammam in SPA is very good., Parking is difficult, but if you stop around in vision to staff, they will bring your car to parking and leave your key at reception."
 November 2016,4,Mrs Liliana,"Small hotel with spa and conference room, the hotel isvin a busy sector og town but nearby the medina.Room are nice but ask for the one along the corridor so less noisy, very clean atmosphere, nice restaurant and full bar."
 July 2017,4,"Small, centrally located hotel","This hotel is a good choice for business or for travelers. It is clean and everyone that works there was friendly and helpful. There is no gym or pool, although there is a restaurant and bar. It is within walking distance of the train station, restaurants, shopping, and the medina, as well as an art museum."
 April 2017,4,good location,I visited Rabat with my husband in business trip for 4 night. the hotel is clean and the staff is super friendly and helpful. it is close to the old city and most of the attractions. size of the room and bathroom is small. and last thing never miss the hammam in the spa it worth the money.
 July 2017,4,Puzzled with the service,"I still haven't decided how I feel about the service at this hotel. On one hand, the concierge was very helpful and ran to the shops to get cigarettes for me (I was too lazy to go), and even called me to see which ones I wanted as the brand I originally asked for wasn't in the shop. Commendable, right? On the other hand, the breakfast that I ordered by placing the card on the room door arrived 50 minutes late after I chased it and then told them to cancel it as it was too late and i had to leave. They still added it onto my bill! (although the reception, removed it after i explained what had happened). It took me a several phone calls to spa, reception, spa, reception again in order to reserve a spa treatment as they did not speak English, but the hammam I had was divine -…"
 March 2017,4,Great location in Rabat,"The location of this hotel is great. Within walking distance to many sights and restaurants. The rooms were clean, my only complaint is that there was no wife in the rooms and you had to sit in the lobby to get a connection."
 May 2017,4,Commendable Hotel.,"I stayed here for two nights with a tour group and found the hotel to be very commendable. All the staff members I met were polite and nice. My room was clean and a good size; I also had a view of the street below which I liked since I got to see everyday life in Rabat. The bed and pillows were also comfortable- I slept soundly, but it might have been because I was tired. I also tried the hotel restaurant and enjoyed my meal there. The hotel itself is showing its age, but it's in a very nice location- we walked around the neighborhood to see some sites and felt very safe doing it, there were also some restaurants and stores that were walking distance. The only aspect of my stay I didn't like was the eggs for breakfast- almost inedible (runny, not sure how it was cooked…"
 July 2017,4,Clean rooms and comfortable beds,"First room was boiling, air-conditioning broken! Engineer could not fix, they swapped rooms fairly easily for me then it was perfectly cool in the room. Would be good if hotel manager could ensure rooms are fit for purpose before guests arrive as my colleague arrived the day after as I did at midnight & his room also had broken air conditioning too! Le Diwan you need to ensure to check the rooms before receiving your guest to avoid them having a poor unnecessary experience! Once settled room was spotlessly clean and breakfast was plenty!"
 January 2017,1,Don't do it,Horrible I had to change the rooms 3 times and I waited to check in about 30 min because they couldn't find the confirmation. The rooms have no internet even thou they claim that they do also it's not a good hotel location
 April 2017,4,Excellent Hotel with Great Service,"We spent two nights here and were quite satisfied. Our room was clean, modern and large and had all the amenities we expected. The staff went out of their way to take care of our needs. The breakfast buffet was large, varied and delicious. The hotel location is pretty central and easy to get to other things in the city. Highly recommended."
 June 2017,5,Enjoyable hotel with amazing staff!,"I booked a 3 nights stay during the holy month with couple friends. Such a lovely place located in the center of rabat . The staff are surprisingly kind and helpful and will guide you throughout your stay and will cater all your needs . The rooms are quite very tidy and clean ,the bed is easy to fall asleep in ( must be the sheets ) What i liked the most was the ramadan iftar , at noon each day, I filled my plate with delicious nourishing and filling moroccan traditional foods. I would recommend the hotel as the best in Rabat. The only problem was with the small parking, had to park my car outside the hotel."
 June 2017,3,a pleasant hotel,"I stayed in Le Diwan hotel in central Rabat on a business trip last week. It is well placed both for business and tourism, being near Parliament, Government ministries and within walking distance of the King Mohammed VI modern art gallery, the archaeological museum, and not too far from the medina. My room was a reasonable size, with a balcony which caught the morning sun, and was quiet and comfortable - even if the decor was a little sombre. At beakfast, the variety of fruit, cheese, meat, pastries and bread was lovely; but the cooked breakfast was not the best, and not very warm. On two mornings, there was competition at breakfast with dozens of military men in a wide variety of colourful uniforms. Great to watch, but they descended on the food like gannets and most of it…"
 May 2017,3,"Clean room,clean bathroom","first, when overseas, never try to compare the attention to details from American hotels to overseas hotels, they have different standards of their own. I was part of a large tour group, a lot of this hotels they cater to this company so they handle big groups, therefore, quality and service suffers, because you only there for one to two nights max. the breakfast was simply, it was o.k, make sure you take your voltage adapter/converter with you, they use 220v as an standard out of the outlet. found out the wrong way, burned my hair blower in tow seconds. the Air conditioners barely put any cold air, 75-76F the better, just enough to keep you cool to fall asleep, all the rooms are like that, I asked my fellow travelers."
 April 2017,4,"Nice hotel, good breakfast",Stayed here while on Gate 1 tour - overall I thought this was the nicest hotel we stayed in - room was comfortable as was bed. Breakfast was good. It is within walking distance of the Mosque and Mausoleum and close to several good restaurants.
 May 2017,4,Location is good,"Lobby is pretty small. Room not big either. However, the hotel is nicely located, close to tourist attractions. Lots of ATMs around the hotel. Walking towards museum, after passing museum, you will find many small restaurants. Very good, not expensive."
 May 2017,5,Nice and strategic location,"I strongly recommend this convenient hotel, is nice, affordable, is very close to Rabat highlights, and has an amazing staff very oriented customers The neighborhood is quiet and safe. You can go walking to see places like the museum of art or Hassan Tower. However if you don't want to walk, the tram rail pass just acros the street from the hotel"
 May 2017,3,Filthy Carpet - Bring Your Sandals,"After passing the lobby, you will get the dreaded feel of this old hotel. If you can catch one of the two very small and slow elevators, you will be hit with a foul smell of the hallway floor to your room, and unfortunately into your room. This disgusting smell like a dirty sock is probably due to the disgusting carpet of the hallway and room. The carpet was matted with stains. I would think that a good steam-clean of the carpet would improve the cleanliness of this hotel tremendously. Or replace the old carpet with easy to clean tiles, as they have already done in the bathroom area. So in the mean time, bring your sandals as you will not want to walk around barefoot. This hotel caters to large tour groups. And when these groups hit the morning breakfast at the same…"
 April 2017,2,Unprofessional customer service,"We booked a nice 12 days tour in Morocco that was supposed to start with 2 nights at hotel Le Diwan. Because of a very early flight in, we separately booked an extra night. Due to death in the family we had to cancel the whole trip and while we were able to recover most of the money for the trip, the extra first night that we booked directly was not refunded. I understand business is business but it is a bad experience related to this hotel. Customer service seemed blunt and uncaring, not even trying to listen or offer any help."
 May 2017,1,"Close Minded, Worst Customer Service Ive experienced to date - and I am old and travel 75% of the time","Ill make this quick and easy - I cancelled my entire stay for the family after 6 hours in the hotel. The only reason they had 6 hours of my time was to allow my children to sleep after traveling 24 hours non-stop. I have never experienced or seen worse customer service any where in the world. I have only read comments and said that cant be true - it is. The night shift manager and staff categorized my younger wife as my personal escort, who travelled with my 1 year old and 3 year old sons. Because she is a proud Morocco citizen, who decided to show her moroccan passport versus her US credentials, she was immediately categorized and treated wrong before I knew what was happening. After questioning my marriage, and showing passports, visas, green cards, documents with her…"
 April 2017,3,One night only,"Spent only one night at this hotel. Room was okay - if I had needed it, there was a lot of storage and generous sized bathroom. As with all the hotels I stayed at in Morocco the room is a bit worn but was clean and quiet despite the fact my fourth floor room faced the street. The a/c filter needs to be cleaned or replaced as the scent of mold filled the room which, for me, was the only real issue. Enjoyed lunch at the restaurant and drinks at the very dark bar. While taking the stairs down to the lobby, I discovered there are rooms that have a terrace with garden which is lovely. Great location, some sights and restaurants are easily reached on foot. I would stay here again."
 April 2017,4,Good location,"A high rise hotel in agood location within walking distance to many sites. Clean, well-appointed room with nice toiletries. Breakfast was very good, with many choices. Although in the midst of the city, it was very quiet at night."
 April 2017,4,Central location,"The hotel is slightly old and the lobby a bit dark but it is clean with comfortable big sofas which we spread out in as a big group after our drive from Casablanca. Between our tour operators and the hotel reception personnel, the Check In went smooth. We got to our rooms and porters followed with our luggage. The rooms were on the smaller side. Beds very comfortable, no easy chair to sit on so we sat on the edges of our beds. Bathroom good with bidet, which was welcome after the Casablanca hotel. The hotel staff spoke basic English which was good enough. They were able to guide us to Currency Exchange, restaurants, etc. I wanted to book a massage at the spa on the premises but unfortunately they only had one masseuse and with a group as large as ours there was no way…"
 April 2017,4,Nice start for vacation,"The hotel is clean, well appointed, and in a central location. Our room was on an upper floor and faced away from the street, so it was very quiet. The breakfast buffet was good. As seems typical for some Morocco hotels, we received a nice gift of cookies. The only downside on our experience was that smoking is allowed in the downstairs public areas, which you must walk through to get anywhere."
 April 2017,5,Wonderful,The team is very helpful and the hotel is well located . Breakfast was very good Wifi was very fast .Easy to park the car . The room was large and very clean . I recommend this hotel for business trip . Thank you for your help . I will come back again
 April 2017,3,Small rooms without a comfortable chair,"This is supposedly a 5-star Sofitel, but rooms are small and lacking in some essential amenities. There are not outlets by the bed and the hotel is in need of a renovation, as it is of ""aged luxury"". Service only fair, as they got our drink orders wrong and forgot to bring bread several times in bar. The free breakfast was served in a room way too small for the breakfast room with no seats available and the staff was totally overwhelmed. Great beds and very clean. Excellent wifi. Amazingly good Cuban jazz in the lounge and great location."
 December 2016,4,Comfortable and great location,"We stayed here as part of a tour group in December 2016. It was a great selection though because of the location. It was near many banks, restaurants, and the medina wasn't too far of a walk. We were able to walk everywhere. The hotel was nice, standard sized room. Our room felt clean enough for such a hotel. Their breakfast selection was alright. They had plenty of breads and croissants and traditional Moroccan foods. We felt very safe in the neighborhood even walking around after dark. They had all the amenities I was looking for, shampoo, hairdryer, wifi."
 April 2017,4,"Good value, friendly staff, excellent restaurant, but room for improvement","The Diwan is a well decorated hotel with several strong points, and a little room for improvement too. First the strong points: The hotel staff is friendly and helpful. They pre-ordered my taxi to the airport, and arranged for pressing my clothes the same night I arrived (I had a morning business meeting and my suit and shirts were terribly wrinkled during the long flight). Of course, if they had an iron in the room I would have done it myself, but they asked their own staff to do it because the pressing service across the street was already closed, and the hotel did not even charge me for this. The restaurant is a beautiful mix of classical French and art-nouveau decoration; the ceiling boasts a stunning stained glass oval section in the main dining hall. The menu is very…"
 March 2017,4,comfortable with good amenities,The room was clean although it had a few minor issues. A bit small and the tub was very dicey to get into. Good wifi and dinner was outstanding. Breakfast was quite good although heavy on the bread offering which is common apparently in Morocco. Enjoyed my stay. Reasonable and decent massage too.
 March 2017,5,Group Visit Equipe National FRMF,We stayed 3 nights in Hotel Diwan and the hospitality and service of the staff was excellent! The restaurant on the ground floor next to the hotel served a high standard of good healthy and tasty food for our youngsters. I enjoyed our stay and we will definitely be back in the near future.
 March 2017,5,Juste i love it,"Very Nice... In aquile very warm..The food is good...good location...excellent service and very professional staff,Fast response and responsiveness to all requests... In short, in my opinion, for business travel, this is a must in rabat"
 March 2017,5,Superb location,"The location is amazing. First class , great room , service very clean and tidy. The staff are very friendly. . The hotel restaurant is very good .it offers great food. I will come back. Thank you very much."
 March 2017,3,Below expectations...,"This is a nice hotel, well located, but needs some basic improvements. Rooms and restaurant were very hot as A/C was obviously not working... Reported the issue repeatedly at front desk and always said they were going to fix it and never happened. Power outlets in room were in awkward locations, poorly planned, so I had to request an extension cord... They need to fix the basics ..."
 February 2017,4,Good place to stay!,"This hotel was modern, clean and comfortable. There were hair dryers and toiletries in the room and the beds were comfortable. The duvets we slept under got rather warm even though we had the windows open. It would have been nice to have just a sheet. The staff was courteous and friendly and the hotel breakfast was very good."
 January 2017,4,Standard good hotel,"Hotel is well located and well kept. Beds are excellent, and the room amenities are fine. It's a good, relatively small city hotel. Breakfast was fine, and buffet dinner was quite good. It's not an exceptional place, but certainly much better than just serviceable. Staff were helpful and friendly, with decent English."
 September 2016,2,No A/C in September,"The hotel's location was good. The fish served in the hotel's restaurant was delicious! Unfortunately, the next day when I went back to have it again, they were out of it. Our hotel room opened out onto a garden, which was very nice. It was very hot outside and the A/C only blew warm air and the stream of air was hardly blowing. The management sent various staff to our room, but they could not help. They offered us another room, which had a bad odor and also seemed just as warm. They gave us a fan, which was better than nothing, but we sweated all night."
 January 2017,5,Excellent,"We highly liked our staying at Diwan Hotel. The staff was very welcoming with us since the first seconds. They were very helpful, kind and very nice, the reception and also the valet parking. The room is very comfortable with high standing equipments. It was well located, with magnificent view on the Mausoleum of Mohammed V, and located in the upper floors as requested on my reservation. Everything was perfect. It's our second time here and we appreciate this place a lot. We will surely stay here again on our next visit to Rabat."
 February 2017,4,Good Place to Stay,Le Diwan Rabat was a good place to spend the night in Rabat. It's a less than 10 minute walk to the old Medina and there are some lovely cafes and restaurants nearby. It's also very close to the modern art museum. The room and bathroom were decent sized and everything was exceptionally clean. The breakfast was decent - perfect to start off a day of sightseeing.
 February 2017,5,Perfect place to stay in Rabat,"As regular visitors to Rabat, we have found that this hotel is the perfect place to stay. the hotel is central and very comfortable, the staff highly efficient and welcoming, and the restaurant is a highlight with an excellent menu. Definitely a good address in the capital."
 February 2017,5,Great place to stay in a perfect location to visit Rabat,This is a friendly and tastefully decorated hotel (modern decor) in a great location to visit Rabat. You can walk to most places and there are many cafes nearby. The rooms are quite large and comfortable with very comfortable beds and pillows. The lounge is friendly and has music on weekends and the breakfast buffet is very good. Staff is friendly and helpful. The best aspect of the hotel is it's location since it is an easy walk to the heart of Rabat. I will definitely stay again because of the location and clean and comfortable rooms.
 February 2017,4,Decent hotel down town Rabat,"The hotel was a little worn but ok. There is a nice bar and some areas to sit. The rooms and beds are standard and about what you would expect at this level of hotel. The breakfast was a bit repetitive and the service at breakfast is a bit haphazard. I often had to find salt and pepper on other tables. There was no milk for the cereal and you had to hunt around to find serving spoons and this was repeated pretty much every morning. But breakfast aside, the staff was polite and I slept well."
 October 2016,4,Nicely Located Business Hotel,"The hotel was in a great location - conveniently located in city center Rabat. Before coming to Le Diwan I spent two nights at Mercure Rabat Sheherazade, Le Diwan was big rescue and far better. Room was comfortable and clean.Breakfast was decent. Taxis are available just outside hotel. Hotel staff is friendly and helpful. Restaurant was good, but with limited options. Veg food is difficult to find in entire Rabat and so was the case in Le Diwan as well. Overall comfortable stay. May like to visit again in future."
 February 2017,1,Worst service and atmosphere,"Staff were unfriendly, breakfast below average. Location was convenient but on a busy road so cars noise was a nuisance. The hotel tried to rip us off at every possible junction, checked the minibar while we were still in the room. Not recommended"
 January 2017,4,enjoyed our stay,"We stayed in this hotel for 3 nighs which included an extra night because we really like the hotel and how they valued our business.The hotel is anout 15 min walk from Rabt ville train station or 10 Dirhàm taxi ride. The check in staff Maryem was lovely and she gave us a lovely room on High floor with view of Hassan Ii Tower.The room was small but comfortable .Everything was clean.Housekeeping did a great job everyday tidying and stocking our room .We were really impressed how they fold the bathrobe each day as if they were new robes.We also appreciated the welcome drink and macaroons in our room.Lobby, bar, breaskfast room and restaurant were all nice ,clean and comfortable.Staff in all these areas were lovely and helpful.Check out young man was also wonderful . He and the…"
 November 2016,3,"Reasonable stay, friendly staff, regular breakfast","It seems it is one of the top Hotels in town. For a 5 star hotel it's a bit outdated and worn out. However I had a pleasant enough stay and the staff was friendly. Their main restaurant was very good: the quality of the food and the service was really nice, and the prices very reasonable. The breakfast lacked a bit of variety."
 September 2016,5,Beautiful Hotel in Rabat,"Le Diwan offered a wonderful room, good restaurant and great local bar all a short distance from the Medina and the ocean. It is a great base to work out of, whether you are there on business or as a tourist. Great staff and it is about 20 minutes from the airport. Well worth the price."
 June 2016,4,Nice Hotel,"We loved out visit in Rabat. This hotel is clean, comfortable and has a great location. The staff were fantastic. The walk to some key places in Rabat was very nice. Taxis are always nearby if you need one. It was quiet and cute."
 November 2016,3,Le Diwan Rabat Morocco,"Decent hotel, place and rooms. It could be a bit noisy at night time, try to get the room on back side, there is not much to see out side the room window over the cirty. But it is quite. This hotel is close to lot of convienant , like restaurants, banks and local buses if you need them . Not a whole lot of sight seeing close this hotel, but the tram/street is close by to go places. Hotel staff is helpful and friendly."
 December 2016,4,Nice hotel.... some amenities missing,"The hotel,was in a great location - conveniently located to the Contemporary Art Museum, transportation, Mohammed V boulevard and more. The room was ok. The shower did not drain. The breakfast was quite adequate."
 December 2016,5,Loved our visit,"Great location to walk to cafes & the museum of modern art. We loved our stay here. The beds are very comfortable. The bathroom is convenient with all the amenities we like including a great shower, convenient counter space, and soft plush towels. Our favorite amenity in our room is a hot pot to make coffee/tea in our room. Breakfast was wonderful - best so far on this trip."
 June 2016,4,Enjoyed our stay,"We stayed here for 2 nights earlier this year while attending a festival in the city. Staff were incredibly helpful, the hotel was very secure and clean. My room was quite small, but clean and modern. The food on offer to vegetarians was limited, basically non existent. Breakfast was good, the only major issue which needs to be addressed is that the coffee was diabolical. Without a doubt the worst coffee I've ever had, which is a big big deal! Sort the coffee out, and I'll happily return ;)"
 November 2016,4,Very hellpful staff,"From helping me connect my wifi to finding me a guide who can take me to all the hidden places of Rabat this hotel is on the top of my list. Yes, the bed is nice, the rooms are very nice and their location is excrellent. Their service, however, is the best."
 December 2016,4,Morocco tour with my sister,This hotel has a fabulous breakfeast. It was way more than expected. Customer service was above expectation. Need a converter for electricity an they provided one free of charge. The rooms were very comfortable. I would recommend this hotel to anyone.
 December 2016,4,"Friendly staff, comfy room",Only stayed for 1 night but found the hotel to be very good. Clean and tidy with very friendly staff. Did not eat in the hotel but the restaurant food looked good although there could have been more choice at breakfast buffet The rooms were very comfortable and clean and very well presented.
 October 2016,3,"All was adequate, but expected more","We stayed here one night as part of a group. The room was very average. It had a hair dryer, toiletries, a free bottle of water, coffee packets but it was missing the kettle. Our group dinner took 1.5 hours to come. That is ridiculous as they were expecting us. The plates/bowls used were old and often cracked. This is unfortunate because the food was delicious. The breakfast staff was overwhelmed by 3 travel groups eating at the same time. So many supplies were unavailable. They ran out of scrambled eggs, coffee cups, cutlery, etc. A ridiculous situation that they could have avoided. Again, unfortunate, because the food was very tasty."
 January 2016,5,Le Diwan Mgallery More than a hotle.,"It is a beautiful hotel located in the heart of Rabat. This is a very contemporary hotel with Wi-Fi, business center, confortable beds and showers. There is also a safe inside the room. My personal practice is to leave my passport in the hotel and walk the streets with a copy in my pocket. I never walked alone and always found others that would like to walk. This is a good way to make friends among fellow travelers. Very convenient, the hotel is located near Rabat Archeological Museum, the Tour Hassan, the Mausoleum of Mohamed V. and the Kasabah of the Udayas. You can walk up to two miles in all direction. I felt safe and there is police everywhere. Traffic is controlled by lights and just followed the people when crossing heavy traffic streets. The Hotel has two restaurants.…"
 November 2016,3,Central,Good for business travel. Friendly staff. Has the basics for a stay not a fancy one. Average room condition and appearane Nothing fancy. Breakfast was ok but limited options. Omelette is availble on demand but only egg and cheese :)
 November 2016,4,Lovely Hotel in Rabat,"We stayed at this hotel for four nights ... three of which were with our tour group. Check-in and reception were excellent. The rooms were very nicely furnished and had small refrigerators in them. My room got a little warm even though the temperature was turned off. I had to open my window to cool the room down. This worked fine for me as I was not on the street side, and it was very quiet. Breakfast was included with our room, and it was a very nice large buffet. The coffee was excellent. Service for the room was superior ... I never saw the housekeeping staff. There are safes in the room. There were not a lot of electrical outlets, and I use a CPAP, so it took a little creativity to get that plugged in and working."
